,Film,Film Studio/Producer(s),Award,Year of Release,Movie Time,Movie Genre,IMDB Rating,Movie Info,Critic Consensus,Content Rating,Directors,Actors,Streaming Release Date,Tomatometer Status,Tomatometer Rating,Audience Status,Audience Rating,Film ID
415,American Beauty,Bruce Cohen and Dan Jinks,Winner,1999,122,Drama,8.3,"Lester Burnham (Kevin Spacey) is a gainfully employed suburban husband and father. Fed up with his boring, stagnant existence, he quits his job and decides to reinvent himself as a pot-smoking, responsibility-shirking teenager. What follows is at once cynical, hysterical, and, eventually, tragically uplifting.","Flawlessly cast and brimming with dark, acid wit, American Beauty is a smart, provocative high point of late '90s mainstream Hollywood film.",R,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Peter Gallagher, Chris Cooper, Allison Janney, Scott Bakula, Sam Robards, Barry Del Sherman, Ara Celi, John Cho, Fort Atkinson, Sue Casey, Kent Faulcon, Brenda Wehle, Lisa Cloud, Alison Faulk, Krista Goodsitt, Lily Houtkin, Carolina Lancaster, Ramana Leah, Chekesa Van Putten, Emily Zachary, Nancy Anderson, Reshma Gajjar, Stephanie Rizzo, Heather Joy Sher, Chelsea Hertford, Amber Smith, Joel McCrary",2013-08-01,Certified-Fresh,87.0,Upright,93.0,393ea3e0-1e32-4c65-8401-e36ab93bf22c
416,The Cider House Rules,Richard N. Gladstein,Nominee,1999,126,"Drama,Romance",7.4,"The film follows the life of Homer Wells (Tobey Maguire), a precocious orphan who leaves his lifelong home and his loving tutor, Dr. Larch (Michael Caine) to explore the world. While Homer struggles to make a life for himself on his own, he must make monumental decisions that will change the course of his future and deeply affect the lives of those around him.","The Cider House Rules derives affecting drama from wonderful performances, lovely visuals, and an old-fashioned feel.",PG-13,Lasse Hallstrom,"Tobey Maguire, Michael Caine, Charlize Theron, Delroy Lindo, Paul Rudd, Erykah Badu, Kathy Baker, Jane Alexander, Kieran Culkin, Kate Nelligan, Heavy D, K. Todd Freeman, Spencer Diamond, Paz de la Huerta, J.K. Simmons, Evan Dexter Parke, Jimmy Flynn, Lonnie Farmer, Erik Per Sullivan, Sean Andrew, John Albano, Skye McCole Bartusiak, Clare Daly, Colin Irving, Annie Corley, Patrick J. Donnelly, Edie Schechter, Kasey Berry, Mary Bogue, Victoria Stankiewcz, Christine Stevens, Earle C. Batchelder, Norma Fine, Daniel Walsh, Kathleen E. Broadhurst",2016-04-21,Fresh,71.0,Upright,77.0,3c4ca5f5-080c-4580-b976-cc524daaca09
417,The Green Mile,Frank Darabont and David Valdes,Nominee,1999,189,"Crime,Drama,Fantasy",8.6,"Paul Edgecomb (Tom Hanks) walked the mile with a variety of cons. He had never encountered someone like John Coffey (Michael Clarke Duncan), a massive black man convicted of brutally killing a pair of young sisters. Coffey had the size and strength to kill anyone, but not the demeanor. Beyond his simple, naive nature and a deathly fear of the dark, Coffey seemed to possess a prodigious, supernatural gift. Paul began to question whether Coffey was truly guilty of murdering the two girls.","Though The Green Mile is long, critics say it's an absorbing, emotionally powerful experience.",R,Frank Darabont,"Tom Hanks, Michael Clarke Duncan, David Morse, Bonnie Hunt, James Cromwell, Michael Jeter, Graham Greene (II), Sam Rockwell, Doug Hutchison, Barry Pepper, Patricia Clarkson, Jeffrey DeMunn, Harry Dean Stanton, Eve Brent Ashe, William Sadler, Gary Sinise, Mark C. Miles, Doug Hutchinson, Rai Tasco, Edrie Warner, Dabbs Greer, Paula Malcomson, Christopher Ives, Evanne Drucker, Bailey Drucker, Brian Libby, Brent Briscoe, Bill McKinney, Rachel Singer, Scotty Leavenworth, Katelyn Leavenworth, Bill Gratton, Dee Croxton, Rebecca Jane Klingler, Gary Imhoff, Van Epperson, David E. Browning",2008-08-15,Certified-Fresh,78.0,Upright,94.0,8cb5515b-b9e6-4091-8381-c399ea29d16c
418,The Insider,Pieter Jan Brugge and Michael Mann,Nominee,1999,157,"Biography,Drama,Thriller",7.8,"After seeking the expertise of former ""Big Tobacco"" executive Jeffrey Wigand (Russell Crowe), seasoned TV producer Lowell Bergman (Al Pacino) suspects a story lies behind Wigand's reluctance to speak. As Bergman persuades Wigand to share his knowledge of industry secrets, the two must contend with the courts and the corporations that stand between them and exposing the truth. All the while, Wigand must struggle to maintain his family life amidst lawsuits and death threats.","Intelligent, compelling, and packed with strong performances, The Insider is a potent corporate thriller.",R,Michael Mann,"Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar, Colm Feore, Stephen Tobolowsky, Gina Gershon, Michael Gambon, Bruce McGill, Rip Torn, Hallie Kate Eisenberg, Lynne Thigpen, Michael Paul Chan, Linda Hart, Robert Harper, Nestor Serrano, Pete Hamill, Wings Hauser, Cliff Curtis, Renee Olstead, Michael Moore, Mike Moore, Gary Sandy, Willie C. Carpenter, Paul Butler, Jack Palladino, Megan Odabash, Robert Bart, Alan DeSatti, Sayed Badreya, Chris Ufland, Doug McGrath, Bill Sage, Joseph Hindy, Dennis Garber, Tim Grimm, Paul Perri, Wanda De Jesus, Robert Brink, V.J. Foster, James Harper, Eyal Podell, Breckin Meyer, David Roberson, Gregg E. Muravchick, William P. Bradford II, David Carr, Ann Reskin, Claire Slemmer, Steve Salge, Derrick Jones, Donald F. Burbrink II, Vyto Ruginis, George R. Parsons, Isodine Loury, Charlene Bosarge, Saemi Nakamura, Ronal G. Yokley, Bob Lazarus, Robert Ragno Jr., Alvin L. Welch, Nathan Lewis Hill, Paula Bisbikos, Chirsti Evans, Knox Grantham White, Amy L. Caudill",2016-08-10,Certified-Fresh,96.0,Upright,90.0,2b4faadc-b2c8-4b62-81f4-434109efd8f2
419,The Sixth Sense,"Frank Marshall, Kathleen Kennedy, and Barry Mendel",Nominee,1999,107,"Drama,Mystery,Thriller",8.1,"Young Cole Sear (Haley Joel Osment) is haunted by a dark secret: he is visited by ghosts. Cole is frightened by visitations from those with unresolved problems who appear from the shadows. He is too afraid to tell anyone about his anguish, except child psychologist Dr. Malcolm Crowe (Bruce Willis). As Dr. Crowe tries to uncover the truth about Cole's supernatural abilities, the consequences for client and therapist are a jolt that awakens them both to something unexplainable.","M Night Shayamalan's The Sixth Sense is a twisty ghost story with all the style of a classical Hollywood picture, but all the chills of a modern horror flick.",PG-13,M. Night Shyamalan,"Haley Joel Osment, Bruce Willis, Toni Collette, Olivia Williams, Donnie Wahlberg, Trevor Morgan, Glenn Fitzgerald, Mischa Barton, Bruce Norris, Peter Tambakis, Michael Higgins, Jeffry Zubernis, Greg Wood, Angelica Torn, Lisa Summerour, Firdous Bamji, Samia Shoaib, Hayden Saunier, Janis Dardaris, Neill Hartley, Sarah Ripard, Heidi Fischer, KaDee Strickland, Michael J. Lyons, Samantha Fitzpatrick, Holly Rudkin, Kate Kearney Patch, Marilyn Shanok, M. Night Shyamalan, Wes Heywood, Nico Woulard, Jodi Dawson, Tony Donnelly, Ronnie Lea, Carlos X. Lopez, Gino Inverso, Ellen Sheppard, Tom McLaughlin, Candy Aston-Dennis, Patrick F. McDade, Jose L. Roderiguez",2016-10-28,Certified-Fresh,86.0,Upright,90.0,21b54a15-eca1-4777-b01f-1ef88402d8ab
420,Gladiator,"Douglas Wick, David Franzoni, and Branko Lustig",Winner,2000,155,"Action,Adventure,Drama",8.5,"Commodus (Joaquin Phoenix) takes power and strips rank from Maximus (Russell Crowe), one of the favored generals of his predecessor and father, Emperor Marcus Aurelius, the great stoical philosopher. Maximus is then relegated to fighting to the death in the gladiator arenas.",Ridley Scott and an excellent cast successfully convey the intensity of Roman gladitorial combat as well as the political intrigue brewing beneath.,R,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Ralph Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven Ole Thorsen, Omid Djalili, Nicholas McGaughey, Chris Kell, Tony Curran, Mark Lewis, John Quinn, Alun Raglan, David Bailie, Chick Allen, David Nicholls, Al Ashton, Billy Dowd, Ray Calleja, Giannina Facio, Giorgio Cantarini, Gavin Greenaway",2013-08-01,Certified-Fresh,77.0,Upright,87.0,3e67a3b9-f24a-420b-b9f8-78870126e1df
421,Chocolat,"David Brown, Kit Golden, and Leslie Holleran",Nominee,2000,121,"Drama,Romance",7.2,"When mysterious Vianne and her child arrive in a tranquil French town in the winter of 1959, no one could have imagined the impact that she and her spirited daughter would have on the community stubbornly rooted in tradition. Within days, she opens an unusual chocolate shop, across the square from the church. Her ability to perceive her customers' desires and satisfy them with just the right confection, coaxes the villagers to abandon themselves to temptation -- just as Lent begins.",Chocolat is a charmingly light-hearted fable with a lovely performance by Binoche.,PG-13,Lasse Hallstrom,"Juliette Binoche, Johnny Depp, Carrie-Anne Moss, Judi Dench, Alfred Molina, Lena Olin, Peter Stormare, Leslie Caron, John Wood, Victoire Thivisol, Hugh O'Conor, Aurelien Parent Koenig, Antonio Gil, Hélène Cardona, Harrison Pratt, Gaelan Connell, Elizabeth Commelin, Ron Cook, Guillaume Tardieu, Michèle Gleizer, Dominique MacAvoy, Arnaud Adam, Christianne Gadd, Marion Hauducoeur, Esteban Antonio, J.J. Holiday, Malcolm Ross, Ged Barry, Tatyana Yassukovich",2016-04-14,Fresh,62.0,Upright,83.0,8886c9d4-e3e8-4471-a859-a3c7d9504b00
423,Erin Brockovich,"Danny DeVito, Michael Shamberg, and Stacey Sher",Nominee,2000,131,"Biography,Drama",7.4,"Erin Brockovich (Julia Roberts) is a woman in a tight spot. Following a car accident in which Erin is not at fault, Erin pleads with her attorney Ed Masry (Albert Finney) to hire her at his law firm. Erin stumbles upon some medical records placed in real estate files. She convinces Ed to allow her to investigate, where she discovers a cover-up involving contaminated water in a local community which is causing devastating illnesses among its residents.","Taking full advantage of Julia Roberts's considerable talent and appeal, Erin Brockovich overcomes a few character and plot issues to deliver a smart, thoughtful, and funny legal drama.",R,Steven Soderbergh,"Julia Roberts, Aaron Eckhart, Albert Finney, Marg Helgenberger, Cherry Jones, Peter Coyote, Scotty Leavenworth, Gemmenne de la Peña, Veanne Cox, Conchata Ferrell, David Brisbin, Dawn Didawick, Valente Rodriguez, George Rocky Sullivan, Pat Skipper, Erin Brockovich-Ellis, Jamie Harrold, Joe Chrest, Meredith Zinner, Michael Harney, Wade Williams, Cordelia Richards, Kristina Malota, Tracey Walter, Jack Gill, Irene Olga Lopez, Emily Marks, Julie Marks, Adilah Barnes, Irina V. Passmoore, Ron Altomare, Charles John Bukey, Randy Lowell, Sarah Ashley, Scarlett Pomers, T.J. Thyne, William Lucking, Mimi Kennedy, Scott Sowers, Ashley Pimental, Brittany Pimental, Larry Martinez, LeRoy A. Simmons, Don Snell, Michael Shamberg, Gina Gallego, Ronald E. Hairston, Scott Allen, Shelia Shaw, Matthew Kimbrough, Jason Cervantes, Julie Wagner, Tom Tangen, Ed Masry, Mike Malone, Norma Maldonado",2014-02-25,Certified-Fresh,84.0,Upright,81.0,06d3d335-5b97-4d11-8c20-ef9b39fa1a07
424,Traffic,"Edward Zwick, Marshall Herskovitz, and Laura Bickford",Nominee,2000,147,"Crime,Drama,Thriller",7.6,"A contemporary thriller set in the world of drug trafficking. Traffic evokes the high stakes and high risks of the drug trade, as seen through a series of interrelated stories, some of which are highly personal and some of which are filled with intrigue and danger.","Soderbergh successfully pulls off the highly ambitious Traffic, a movie with three different stories and a very large cast. The issues of ethics are gray rather than black-and-white, with no clear-cut good guys. Terrific acting all around.",R,Steven Soderbergh,"Michael Douglas, Benicio Del Toro, Don Cheadle, Catherine Zeta-Jones, Dennis Quaid, Luis Guzman, Miguel Ferrer, Amy Irving, Albert Finney, Erika Christensen, Benjamin Bratt, Peter Riegert, Topher Grace, Steven Bauer, Jacob Vargas, Tomás Milian, Marisol Padilla Sánchez, Joel Torres, D.W. Moffett, James Brolin, Jsu Garcia, Salma Hayek, Corey Spears, Majandra Delfino, Alec Roberts, Bill Weld, Don Nickles, Harry Reed, Jeff Podolsky, Barbara Boxer, Clifton Collins Jr., Orrin Hatch, Charles Grassley, James Pickens Jr., Rudy M. Camacho, Yul Vázquez, Jack Conley, Eddie Velez, Craig N. Chretien, John Brown, Mike Siegel, Steve Rose, Kimber Fritz, Daniella Kuhn, Brandon Keener, George Steven Blumenthal, Stephen Dunham, Margaret Travolta, Jewelle Bickford, Dave Hager, Tucker Smallwood, Victor Quintero, Toby Holguin, Ramiro Gonzalez III, Viola Davis, Elaine Kagan, John Slattery, Jim Ortega, Greg Boniface, Tom Rosales, Harsh Nayyar, Mary Pat Gleason, Vincent Ward, Gregory Estevane, Alex Procopio, Rita Gomez, Kaizaad Navroze Kotwal, Dave Jensen, Jay Fernando Krymis, Mike Malone, Rene Pereya, Kymberly S. Newberry, Carroll Schumacher, Michael Showers, Rena Sofer, Stacey Travis, Jennifer Barker, Dean Faulkner, Andrew Chavez, Michael Saucedo, José Yenque, Emilio Rivera, Michael O'Neill, Russell G. Jones, Lorene Hetherington, Eric Collins, Beau Holden, Peter T. Stader, James Lew, Jeremy Fitzgerald, Russell Solberg, Don Snell, Enrique Murciano Jr., Gary Carlos Cervantes, Carl Ciarfalio, Steve Lambert, Gilbert Rosales, Rick Avery, Mario Roberts, Eileen Weisinger, Ken Johnston, Mike Watson, Kurt D. Lott, Lincoln Simonds, Steve Tomaski, Buck McDancer, John Callery, Ousaun Elam, Brian Avery, Peter Reichardt",2015-09-10,Certified-Fresh,93.0,Upright,85.0,50dc035c-aa8c-4ae7-b590-8de1202c6ae3
425,A Beautiful Mind,Brian Grazer and Ron Howard,Winner,2001,135,"Biography,Drama",8.2,"A human drama inspired by events in the life of John Forbes Nash Jr., and in part based on the biography ""A Beautiful Mind"" by Sylvia Nasar. From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experienced it all. A mathematical genius, he made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a painful and harrowing journey of self-discovery.",The well-acted A Beautiful Mind is both a moving love story and a revealing look at mental illness.,PG-13,Ron Howard,"Russell Crowe, Jennifer Connelly, Ed Harris, Christopher Plummer, Paul Bettany, Adam Goldberg, Josh Lucas, Anthony Rapp, Jason Gray-Stanford, Judd Hirsch, Austin Pendleton, Vivien Cardone, Jill Marie Simon, Victor Steinbach, Tanya Clarke, Thomas F. Walsh, Jesse Doran, Kent Cassella, Patrick Blindauer, John Blaylock, Roy Thinnes, Anthony Easton, Cheryl Howard, Rance Howard, Jane Jenkins, Darius Stone, Josh Pais, Alex Toma, Valentina Cardinalli, Teagle F. Bougere, David B. Allen, Michael Esper, Catharina Eva Burkley, Amy Walz, Tracey Toomey, Jennifer Weedon, Yvonne Thomas, Holly Pitrago, Isadore Rosenfeld, Thomas C. Allen, Dave Bayer, Brian Keith Lewis, Tom McNutt, Will Dunham, Glenn Roberts, Ed Jupp Jr., Christopher Stockton, Gregory Dress, Carla Occhiogrosso, Matt Samson, Lyena Nomura, Kathleen Fellegara, Betsy Klompus, Stelio Savante, Logan McCall, Bob Broder",2013-08-20,Certified-Fresh,74.0,Upright,93.0,69218a0a-fbd1-4a2b-a19b-fc194d43d435
426,Gosford Park,"Robert Altman, Bob Balaban, and David Levy",Nominee,2001,131,"Comedy,Drama,Mystery",7.2,"Robert Altman, one of America's most distinctive filmmakers, journeys to England for the first time to create a unique film mosaic with an outstanding ensemble cast. Set in the 1930's, ""Gosford Park"" brings a group of pretentious rich and famous together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.","A mixture of Upstairs, Downstairs, Clue, and perceptive social commentary, Gosford Park ranks among director Altman's best.",R,Robert Altman,"Michael Gambon, Kristin Scott Thomas, Maggie Smith, Helen Mirren, Eileen Atkins, Kelly Macdonald, Bob Balaban, Alan Bates, Richard E. Grant, Jeremy Northam, Emily Watson, Derek Jacobi, Camilla Rutherford, Geraldine Somerville, Charles Dance, Stephen Fry, Ryan Phillippe, Tom Hollander, Clive Owen, Natasha Wightman, James Wilby, Claudie Blakley, Laurence Fox, Trent Ford, Jeremy Swift, Meg Wynn Owen, Megan Owen, Sophie Thompson, Teresa Churcher, Sarah Flind, George Sherman, John Fountain, Lucy Cohu, Finty Williams, Emma Buckley, Laura Harling, Tilly Gerrard, Will Beer, Gregor Henderson-Begg, Leo Bill, Ron Puttock, Adrian Preater, Joanna Maude, Adrian Scarborough, Frances Low, John Atterbury, Frank Thornton, Ron Webster, John Cox, Ken Davies, Tony Davies, Steve Markham, Terry Sturmey, Julian Such, Alan Bland, Peter Champion, Geoff Double, Robin Devereux, Richard Gamble, Brian Rumsey, Pip the Dog",2015-09-10,Certified-Fresh,86.0,Upright,78.0,50dff062-b330-46b8-b529-19794302e949
427,In the Bedroom,"Graham Leader, Ross Katz, and Todd Field",Nominee,2001,131,"Crime,Drama",7.4,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler (Tom Wilkinson) is a doctor practicing in his native Maine and is married to New York born Ruth Fowler (Sissy Spacek), a music teacher. He is involved in a love affair with a local single mother (Marisa Tomei). As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.","Expertly crafted and performed, In the Bedroom is a quietly wrenching portrayal of grief.",R,Todd Field,"Sissy Spacek, Tom Wilkinson, Nick Stahl, Marisa Tomei, William Mapother, William Wise, Celia Weston, Karen Allen, Frank T. Wells, W. Clapham Murray, Justin Ashforth, Ron Russell, Terry A. Burgess, Jonathan Walsh, Diane E. Hamlin, Samuel Johnson, Camden Munson, Christopher Adams, Sara Armstrong, Henry Field, Elly Barksdale, Deborah Derecktor, Erin Barksdale, Harriet Dawkins, Bill Dawkins, Kevin Chapman, Harold Withee, David Blair (XI), Elisabeth McClure, Alida P. Field, Andrea Walker, John Campanello, Robert Demkowicz, Coomenic Cuccinello III, Veronica Cartwright, Daran Norris, Don Lewis, Doug Rich, Robin Wimbiscus, Lisa Carlton, Rebecca Benner, Francis Mazzeo, The Honorable Joseph Field, Tyler Shane Smith-Campbell, Brian Hagley, Sam Cousins, Gwendolyn Gilchrist, Jackie Hagley, Comenic Cuccinello III, Shauneen Grout, Ronald Russell, Rachel Freeman, Kenney Dale Johnson, Daniel Hendricks, Adah Holman, Parker Spear, Sam Johnson, Matthew Maxwell, Jessie Lanoue, Alicia Laplant, Shyann Gauthier, Iris Leslie, Joshua Mills, Bethany Berry, Eric Rahkonen, Hope Berry, Natalie Russell, Chelsea Peasley, Misty Seekins, Daniel Baxter-Leahy, Philip Spearing, Brandon Carleton, Mackenzie Tucker, Owen Thompson, Ben Staples, Ryan Ecker, Jared Mekin, Erica Towle-Powers, Evanne Weirich, Nichole Wimbiscus, Anna Winsor",2016-10-08,Certified-Fresh,93.0,Upright,81.0,af8027ac-3084-497a-b1e1-a5405213a6e3
428,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson, Fran Walsh, and Barrie M. Osborne",Nominee,2001,178,"Action,Adventure,Drama",8.8,"The future of civilization rests in the fate of the One Ring, which has been lost for centuries. Powerful forces are unrelenting in their search for it. But fate has placed it in the hands of a young Hobbit named Frodo Baggins (Elijah Wood), who inherits the Ring and steps into legend. A daunting task lies ahead for Frodo when he becomes the Ringbearer - to destroy the One Ring in the fires of Mount Doom where it was forged.","Full of eye-popping special effects, and featuring a pitch-perfect cast, The Lord of the Rings: The Fellowship of the Ring brings J.R.R. Tolkien's classic to vivid life.",PG-13,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen, Liv Tyler, Sean Bean, Cate Blanchett, Ian Holm, Hugo Weaving, Orlando Bloom, Christopher Lee, Sean Astin, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Alexandra Astin, Sala Baker, Timothy Bartlett, Marton Csokas, Brad Dourif, Mark Ferguson, Taea Hartwell, Bernard Hill, Bruce Hopkins, Jay Laga'aia, Nathaniel Lees, John Leigh, Peter McKenzie, Lawrence Makoare, Robyn Malcolm, Sarah McLeod, John Noble, Craig Parker, Martyn Sanderson, Brian Sergent, Harry Sinclair, Bruce Spence, Karl Urban, Stephen Ure, David Wenham, Andy Serkis",2011-06-28,Certified-Fresh,91.0,Upright,95.0,c604e2a8-7845-420e-9d8f-b3919b637b67
